transaction_id,year,transaction_time,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail,revenue,hour,time_bucket
85604,2025,1900-01-01 19:08:26,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,5.0,19,Evening
85605,2025,1900-01-01 19:08:26,1,8,Hell's Kitchen,75,3.5,Bakery,Pastry,Croissant,3.5,19,Evening
85606,2025,1900-01-01 19:09:32,1,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2.55,19,Evening
85607,2025,1900-01-01 19:09:32,1,3,Astoria,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25,19,Evening
85608,2025,1900-01-01 19:12:49,2,3,Astoria,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,4.0,19,Evening
85609,2025,1900-01-01 19:14:09,1,3,Astoria,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,4.0,19,Evening
85610,2025,1900-01-01 19:14:46,1,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3.75,19,Evening
85611,2025,1900-01-01 19:15:07,2,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,7.0,19,Evening
85612,2025,1900-01-01 19:16:03,2,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,9.5,19,Evening
85613,2025,1900-01-01 19:16:14,1,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,3.5,19,Evening
85614,2025,1900-01-01 19:16:14,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75,19,Evening
85615,2025,1900-01-01 19:17:26,1,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2.45,19,Evening
85616,2025,1900-01-01 19:17:37,2,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,5.0,19,Evening
85617,2025,1900-01-01 19:18:02,2,3,Astoria,37,3.0,Coffee,Barista Espresso,Espresso shot,6.0,19,Evening
85618,2025,1900-01-01 19:18:25,1,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,4.75,19,Evening
85619,2025,1900-01-01 19:18:38,1,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2.45,19,Evening
85620,2025,1900-01-01 19:19:35,2,3,Astoria,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,4.0,19,Evening
85621,2025,1900-01-01 19:19:54,1,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2.5,19,Evening
85622,2025,1900-01-01 19:20:11,1,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2.55,19,Evening
85623,2025,1900-01-01 19:22:27,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,5.0,19,Evening
85624,2025,1900-01-01 19:23:49,2,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,7.5,19,Evening
85625,2025,1900-01-01 19:23:50,2,3,Astoria,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,6.0,19,Evening
85626,2025,1900-01-01 19:24:15,2,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,5.0,19,Evening
85627,2025,1900-01-01 19:25:15,1,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2.5,19,Evening
85628,2025,1900-01-01 19:26:26,1,3,Astoria,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,3.0,19,Evening
85629,2025,1900-01-01 19:26:52,2,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,5.0,19,Evening
85630,2025,1900-01-01 19:26:52,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75,19,Evening
85631,2025,1900-01-01 19:27:03,2,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,5.0,19,Evening
85632,2025,1900-01-01 19:27:38,1,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2.5,19,Evening
85633,2025,1900-01-01 19:27:38,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone,3.75,19,Evening
85634,2025,1900-01-01 19:28:11,2,3,Astoria,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,6.0,19,Evening
85635,2025,1900-01-01 19:30:16,1,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,3.1,19,Evening
85636,2025,1900-01-01 19:31:18,1,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2.5,19,Evening
85637,2025,1900-01-01 19:31:44,2,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte,7.5,19,Evening
85638,2025,1900-01-01 19:32:09,2,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,8.5,19,Evening
85639,2025,1900-01-01 19:32:32,1,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,4.5,19,Evening
85640,2025,1900-01-01 19:33:31,2,8,Hell's Kitchen,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,8.0,19,Evening
85641,2025,1900-01-01 19:38:01,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75,19,Evening
85642,2025,1900-01-01 19:40:55,2,3,Astoria,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,6.0,19,Evening
85643,2025,1900-01-01 19:41:30,2,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5.0,19,Evening
85644,2025,1900-01-01 19:41:30,1,8,Hell's Kitchen,74,3.5,Bakery,Biscotti,Ginger Biscotti,3.5,19,Evening
85645,2025,1900-01-01 19:41:37,2,3,Astoria,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,6.0,19,Evening
85646,2025,1900-01-01 19:42:51,2,8,Hell's Kitchen,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,8.0,19,Evening
85647,2025,1900-01-01 19:44:11,1,8,Hell's Kitchen,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2.0,19,Evening
85648,2025,1900-01-01 19:44:14,2,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,7.0,19,Evening
85649,2025,1900-01-01 19:45:10,2,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,5.1,19,Evening
85650,2025,1900-01-01 19:45:58,1,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,4.25,19,Evening
85651,2025,1900-01-01 19:46:28,2,3,Astoria,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,6.0,19,Evening
85652,2025,1900-01-01 19:46:55,2,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5.0,19,Evening
85653,2025,1900-01-01 19:48:48,1,8,Hell's Kitchen,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,3.0,19,Evening
85654,2025,1900-01-01 19:49:01,2,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5.0,19,Evening
85655,2025,1900-01-01 19:50:25,1,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte,3.75,19,Evening
85656,2025,1900-01-01 19:50:25,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75,19,Evening
85657,2025,1900-01-01 19:51:09,1,3,Astoria,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,3.0,19,Evening
85658,2025,1900-01-01 19:54:03,2,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,5.0,19,Evening
85659,2025,1900-01-01 19:56:04,1,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3.75,19,Evening
85660,2025,1900-01-01 19:56:53,1,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,3.5,19,Evening
85661,2025,1900-01-01 19:57:47,2,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,5.0,19,Evening
85662,2025,1900-01-01 19:57:49,2,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5.0,19,Evening
85663,2025,1900-01-01 19:57:49,1,3,Astoria,70,3.25,Bakery,Scone,Cranberry Scone,3.25,19,Evening
85664,2025,1900-01-01 19:57:57,1,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,4.25,19,Evening
85665,2025,1900-01-01 19:57:58,2,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg,8.5,19,Evening
85666,2025,1900-01-01 19:59:54,1,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2.5,19,Evening
85667,2025,1900-01-01 19:59:54,1,3,Astoria,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5,19,Evening
85668,2025,1900-01-01 07:02:23,1,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1,7,Morning
85669,2025,1900-01-01 07:02:23,1,5,Lower Manhattan,79,3.75,Bakery,Scone,Jumbo Savory Scone,3.75,7,Morning
85670,2025,1900-01-01 07:02:28,1,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,2.5,7,Morning
85671,2025,1900-01-01 07:02:58,2,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,5.0,7,Morning
85672,2025,1900-01-01 07:04:01,2,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,5.0,7,Morning
85673,2025,1900-01-01 07:04:01,1,5,Lower Manhattan,77,3.0,Bakery,Scone,Oatmeal Scone,3.0,7,Morning
85674,2025,1900-01-01 07:04:43,2,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,5.0,7,Morning
85675,2025,1900-01-01 07:05:49,2,5,Lower Manhattan,37,3.0,Coffee,Barista Espresso,Espresso shot,6.0,7,Morning
85676,2025,1900-01-01 07:05:49,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75,7,Morning
85677,2025,1900-01-01 07:06:06,2,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5.0,7,Morning
85678,2025,1900-01-01 07:06:06,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone,3.25,7,Morning
85679,2025,1900-01-01 07:06:54,1,5,Lower Manhattan,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,4.0,7,Morning
85680,2025,1900-01-01 07:06:54,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone,3.25,7,Morning
85681,2025,1900-01-01 07:08:48,1,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2.5,7,Morning
85682,2025,1900-01-01 07:09:28,1,5,Lower Manhattan,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,3.0,7,Morning
85683,2025,1900-01-01 07:11:29,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,4.4,7,Morning
85684,2025,1900-01-01 07:14:54,2,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,7.0,7,Morning
85685,2025,1900-01-01 07:17:17,2,5,Lower Manhattan,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,6.0,7,Morning
85686,2025,1900-01-01 07:19:47,1,5,Lower Manhattan,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,3.0,7,Morning
85687,2025,1900-01-01 07:21:22,1,5,Lower Manhattan,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,3.0,7,Morning
85688,2025,1900-01-01 07:34:45,1,5,Lower Manhattan,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,3.0,7,Morning
85689,2025,1900-01-01 07:34:50,2,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,7.0,7,Morning
85690,2025,1900-01-01 07:34:50,1,5,Lower Manhattan,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25,7,Morning
85691,2025,1900-01-01 07:36:54,2,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5.0,7,Morning
85692,2025,1900-01-01 07:37:54,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,4.4,7,Morning
85693,2025,1900-01-01 07:38:51,2,5,Lower Manhattan,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,6.0,7,Morning
85694,2025,1900-01-01 07:38:51,1,5,Lower Manhattan,70,3.25,Bakery,Scone,Cranberry Scone,3.25,7,Morning
85695,2025,1900-01-01 07:40:40,1,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,2.2,7,Morning
85696,2025,1900-01-01 07:40:40,1,5,Lower Manhattan,73,3.75,Bakery,Pastry,Almond Croissant,3.75,7,Morning
85697,2025,1900-01-01 07:46:11,2,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,7.0,7,Morning
85698,2025,1900-01-01 07:46:32,2,5,Lower Manhattan,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,8.0,7,Morning
85699,2025,1900-01-01 07:46:56,2,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,7.0,7,Morning
85700,2025,1900-01-01 07:50:03,2,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,5.1,7,Morning
85701,2025,1900-01-01 07:51:48,1,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,2.5,7,Morning
85702,2025,1900-01-01 07:53:59,2,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,5.0,7,Morning
85703,2025,1900-01-01 07:53:59,1,5,Lower Manhattan,74,3.5,Bakery,Biscotti,Ginger Biscotti,3.5,7,Morning
85704,2025,1900-01-01 07:59:54,2,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte,7.5,7,Morning
85705,2025,1900-01-01 07:59:54,1,5,Lower Manhattan,78,4.5,Bakery,Scone,Scottish Cream Scone ,4.5,7,Morning
85706,2025,1900-01-01 08:00:14,2,5,Lower Manhattan,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,6.0,8,Morning
85707,2025,1900-01-01 08:02:54,2,5,Lower Manhattan,37,3.0,Coffee,Barista Espresso,Espresso shot,6.0,8,Morning
85708,2025,1900-01-01 08:03:32,1,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,2.2,8,Morning
85709,2025,1900-01-01 08:03:59,2,5,Lower Manhattan,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,6.2,8,Morning
85710,2025,1900-01-01 08:04:14,2,5,Lower Manhattan,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,6.0,8,Morning
85711,2025,1900-01-01 08:05:43,1,5,Lower Manhattan,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3.0,8,Morning
85712,2025,1900-01-01 08:07:51,1,5,Lower Manhattan,87,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,3.0,8,Morning
85713,2025,1900-01-01 08:08:21,2,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,5.0,8,Morning
85714,2025,1900-01-01 08:09:29,2,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,5.0,8,Morning
85715,2025,1900-01-01 08:10:19,2,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,5.0,8,Morning
85716,2025,1900-01-01 08:11:08,1,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2.5,8,Morning
85717,2025,1900-01-01 08:11:57,1,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,3.5,8,Morning
85718,2025,1900-01-01 08:13:18,2,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,8.5,8,Morning
85719,2025,1900-01-01 08:13:41,2,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,8.5,8,Morning
85720,2025,1900-01-01 08:13:41,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone,3.25,8,Morning
85721,2025,1900-01-01 08:14:47,1,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2.5,8,Morning
85722,2025,1900-01-01 08:14:47,1,5,Lower Manhattan,70,3.25,Bakery,Scone,Cranberry Scone,3.25,8,Morning
85723,2025,1900-01-01 08:16:56,2,5,Lower Manhattan,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,6.0,8,Morning
85724,2025,1900-01-01 08:19:26,1,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,4.75,8,Morning
85725,2025,1900-01-01 08:21:48,2,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,5.0,8,Morning
85726,2025,1900-01-01 08:23:58,1,5,Lower Manhattan,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,3.0,8,Morning
85727,2025,1900-01-01 08:23:58,1,5,Lower Manhattan,74,3.5,Bakery,Biscotti,Ginger Biscotti,3.5,8,Morning
85728,2025,1900-01-01 08:24:48,1,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,2.5,8,Morning
85729,2025,1900-01-01 08:28:18,2,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,5.1,8,Morning
85730,2025,1900-01-01 08:28:18,1,8,Hell's Kitchen,77,3.0,Bakery,Scone,Oatmeal Scone,3.0,8,Morning
85731,2025,1900-01-01 08:30:00,2,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,5.0,8,Morning
85732,2025,1900-01-01 08:30:08,2,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,4.4,8,Morning
85733,2025,1900-01-01 08:30:08,1,8,Hell's Kitchen,70,3.25,Bakery,Scone,Cranberry Scone,3.25,8,Morning
85734,2025,1900-01-01 08:30:19,1,5,Lower Manhattan,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,4.0,8,Morning
85735,2025,1900-01-01 08:30:41,2,8,Hell's Kitchen,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,6.0,8,Morning
85736,2025,1900-01-01 08:31:46,1,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,2.2,8,Morning
85737,2025,1900-01-01 08:32:12,1,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2.55,8,Morning
85738,2025,1900-01-01 08:33:25,2,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,6.2,8,Morning
85739,2025,1900-01-01 08:33:43,2,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,8.5,8,Morning
85740,2025,1900-01-01 08:34:16,2,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,5.0,8,Morning
85741,2025,1900-01-01 08:34:16,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75,8,Morning
85742,2025,1900-01-01 08:34:26,1,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,3.1,8,Morning
85743,2025,1900-01-01 08:34:34,1,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,2.5,8,Morning
85744,2025,1900-01-01 08:34:56,2,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5.0,8,Morning
85745,2025,1900-01-01 08:35:09,1,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,2.2,8,Morning
85746,2025,1900-01-01 08:37:57,2,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,7.5,8,Morning
85747,2025,1900-01-01 08:40:40,2,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,7.5,8,Morning
85748,2025,1900-01-01 08:44:00,2,8,Hell's Kitchen,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,6.0,8,Morning
85749,2025,1900-01-01 08:44:01,1,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,2.2,8,Morning
85750,2025,1900-01-01 08:46:34,1,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,3.1,8,Morning
85751,2025,1900-01-01 08:47:43,1,5,Lower Manhattan,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3.0,8,Morning
85752,2025,1900-01-01 08:47:43,1,5,Lower Manhattan,77,3.0,Bakery,Scone,Oatmeal Scone,3.0,8,Morning
85753,2025,1900-01-01 08:48:45,1,8,Hell's Kitchen,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,3.0,8,Morning
85754,2025,1900-01-01 08:50:34,1,5,Lower Manhattan,37,3.0,Coffee,Barista Espresso,Espresso shot,3.0,8,Morning
85755,2025,1900-01-01 08:52:57,1,8,Hell's Kitchen,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3.0,8,Morning
85756,2025,1900-01-01 08:56:13,2,5,Lower Manhattan,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,6.0,8,Morning
85757,2025,1900-01-01 08:57:05,1,8,Hell's Kitchen,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,3.0,8,Morning
85758,2025,1900-01-01 09:02:51,1,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2.45,9,Morning
85759,2025,1900-01-01 09:04:47,2,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,4.9,9,Morning
85760,2025,1900-01-01 09:05:26,2,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,6.2,9,Morning
85761,2025,1900-01-01 09:05:32,1,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75,9,Morning
85762,2025,1900-01-01 09:05:58,1,5,Lower Manhattan,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2.0,9,Morning
85763,2025,1900-01-01 09:08:32,2,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,5.0,9,Morning
85764,2025,1900-01-01 09:10:12,2,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,8.5,9,Morning
85765,2025,1900-01-01 09:13:23,1,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,2.2,9,Morning
85766,2025,1900-01-01 09:16:47,1,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,2.2,9,Morning
85767,2025,1900-01-01 09:18:01,1,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,4.25,9,Morning
85768,2025,1900-01-01 09:19:08,2,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,7.0,9,Morning
85769,2025,1900-01-01 09:19:08,1,5,Lower Manhattan,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25,9,Morning
85770,2025,1900-01-01 09:20:37,1,8,Hell's Kitchen,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,3.0,9,Morning
85771,2025,1900-01-01 09:20:37,1,8,Hell's Kitchen,70,3.25,Bakery,Scone,Cranberry Scone,3.25,9,Morning
85772,2025,1900-01-01 09:21:50,2,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,4.4,9,Morning
85773,2025,1900-01-01 09:23:19,2,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,9.5,9,Morning
85774,2025,1900-01-01 09:23:51,2,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,8.5,9,Morning
85775,2025,1900-01-01 09:24:10,1,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,4.75,9,Morning
85776,2025,1900-01-01 09:25:27,2,8,Hell's Kitchen,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,6.0,9,Morning
85777,2025,1900-01-01 09:25:27,1,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone,3.25,9,Morning
85778,2025,1900-01-01 09:27:30,1,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,4.25,9,Morning
85779,2025,1900-01-01 09:27:30,1,8,Hell's Kitchen,74,3.5,Bakery,Biscotti,Ginger Biscotti,3.5,9,Morning
85780,2025,1900-01-01 09:29:35,2,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,4.4,9,Morning
85781,2025,1900-01-01 09:29:35,1,8,Hell's Kitchen,74,3.5,Bakery,Biscotti,Ginger Biscotti,3.5,9,Morning
85782,2025,1900-01-01 09:31:00,2,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5.0,9,Morning
85783,2025,1900-01-01 09:33:29,1,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,2.2,9,Morning
85784,2025,1900-01-01 09:34:37,1,5,Lower Manhattan,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2.0,9,Morning
85785,2025,1900-01-01 09:37:15,2,5,Lower Manhattan,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,6.0,9,Morning
85786,2025,1900-01-01 09:38:26,2,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,5.0,9,Morning
85787,2025,1900-01-01 09:39:25,1,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,3.5,9,Morning
85788,2025,1900-01-01 09:45:43,1,5,Lower Manhattan,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,3.0,9,Morning
85789,2025,1900-01-01 09:46:40,1,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,2.5,9,Morning
85790,2025,1900-01-01 09:46:40,1,5,Lower Manhattan,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5,9,Morning
85791,2025,1900-01-01 09:46:56,1,5,Lower Manhattan,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2.0,9,Morning
85792,2025,1900-01-01 09:46:56,1,5,Lower Manhattan,77,3.0,Bakery,Scone,Oatmeal Scone,3.0,9,Morning
85793,2025,1900-01-01 09:49:27,1,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,2.5,9,Morning
85794,2025,1900-01-01 09:50:01,1,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,3.1,9,Morning
